id,lemma,swedish,english,partOfSpeech,frequencyRank,cefrLevel,packIds,tags,priority,exampleSv,exampleEn,phonetic,audioUrl,notes,normalizedKey,isPhrase,sources
sv_000001,dag,dag,day,noun,1,A1,a1_core,daily_life | common | high_priority,5,Dag används ofta i vardaglig svenska.,Day is often used in everyday Swedish.,,,seed dictionary enrichment,dag|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00001""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00001""}]"
sv_000022,ord,ord,word,noun,22,A1,a1_core,daily_life | common | high_priority,5,Ord används ofta i vardaglig svenska.,Word is often used in everyday Swedish.,,,seed dictionary enrichment,ord|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00022""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00022""}]"
sv_000023,fråga,fråga,question,noun,23,A1,a1_core,daily_life | common | high_priority,5,Fråga används ofta i vardaglig svenska.,Question is often used in everyday Swedish.,,,seed dictionary enrichment,fråga|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00023""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00023""}]"
sv_000024,svar,svar,answer,noun,24,A1,a1_core,daily_life | common | high_priority,5,Svar används ofta i vardaglig svenska.,Answer is often used in everyday Swedish.,,,seed dictionary enrichment,svar|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00024""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00024""}]"
sv_000025,jobb,jobb,job,noun,25,A1,a1_core,daily_life | common | high_priority,5,Jobb används ofta i vardaglig svenska.,Job is often used in everyday Swedish.,,,seed dictionary enrichment,jobb|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00025""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00025""}]"
sv_000026,arbete,arbete,work,noun,26,A1,a1_core,daily_life | common | high_priority,5,Arbete används ofta i vardaglig svenska.,Work is often used in everyday Swedish.,,,seed dictionary enrichment,arbete|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00026""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00026""}]"
sv_000027,möte,möte,meeting,noun,27,A1,a1_core,daily_life | common | high_priority,5,Möte används ofta i vardaglig svenska.,Meeting is often used in everyday Swedish.,,,seed dictionary enrichment,möte|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00027""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00027""}]"
sv_000028,plan,plan,plan,noun,28,A1,a1_core,daily_life | common | high_priority,5,Plan används ofta i vardaglig svenska.,Plan is often used in everyday Swedish.,,,seed dictionary enrichment,plan|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00028""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00028""}]"
sv_000029,problem,problem,problem,noun,29,A1,a1_core,daily_life | common | high_priority,5,Problem används ofta i vardaglig svenska.,Problem is often used in everyday Swedish.,,,seed dictionary enrichment,problem|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00029""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00029""}]"
sv_000030,lösning,lösning,solution,noun,30,A1,a1_core,daily_life | common | high_priority,5,Lösning används ofta i vardaglig svenska.,Solution is often used in everyday Swedish.,,,seed dictionary enrichment,lösning|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00030""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00030""}]"
sv_000031,idé,idé,idea,noun,31,A1,a1_core,daily_life | common | high_priority,5,Idé används ofta i vardaglig svenska.,Idea is often used in everyday Swedish.,,,seed dictionary enrichment,idé|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00031""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00031""}]"
sv_000032,situation,situation,situation,noun,32,A1,a1_core,daily_life | common | high_priority,5,Situation används ofta i vardaglig svenska.,Situation is often used in everyday Swedish.,,,seed dictionary enrichment,situation|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00032""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00032""}]"
sv_000033,pengar,pengar,money,noun,33,A1,a1_core,daily_life | common | high_priority,5,Pengar används ofta i vardaglig svenska.,Money is often used in everyday Swedish.,,,seed dictionary enrichment,pengar|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00033""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00033""}]"
sv_000034,pris,pris,price,noun,34,A1,a1_core,daily_life | common | high_priority,5,Pris används ofta i vardaglig svenska.,Price is often used in everyday Swedish.,,,seed dictionary enrichment,pris|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00034""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00034""}]"
sv_000035,tidning,tidning,newspaper,noun,35,A1,a1_core,daily_life | common | high_priority,5,Tidning används ofta i vardaglig svenska.,Newspaper is often used in everyday Swedish.,,,seed dictionary enrichment,tidning|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00035""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00035""}]"
sv_000036,nyhet,nyhet,news,noun,36,A1,a1_core,daily_life | common | high_priority,5,Nyhet används ofta i vardaglig svenska.,News is often used in everyday Swedish.,,,seed dictionary enrichment,nyhet|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00036""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00036""}]"
sv_000037,bil,bil,car,noun,37,A1,a1_core,daily_life | common | high_priority,5,Bil används ofta i vardaglig svenska.,Car is often used in everyday Swedish.,,,seed dictionary enrichment,bil|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00037""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00037""}]"
sv_000038,buss,buss,bus,noun,38,A1,a1_core,daily_life | common | high_priority,5,Buss används ofta i vardaglig svenska.,Bus is often used in everyday Swedish.,,,seed dictionary enrichment,buss|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00038""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00038""}]"
sv_000039,tåg,tåg,train,noun,39,A1,a1_core,daily_life | common | high_priority,5,Tåg används ofta i vardaglig svenska.,Train is often used in everyday Swedish.,,,seed dictionary enrichment,tåg|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00039""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00039""}]"
sv_000040,resa,resa,trip,noun,40,A1,a1_core,daily_life | common | high_priority,5,Resa används ofta i vardaglig svenska.,Trip is often used in everyday Swedish.,,,seed dictionary enrichment,resa|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00040""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00040""}]"
sv_000041,mat,mat,food,noun,41,A1,a1_core,daily_life | common | high_priority,5,Mat används ofta i vardaglig svenska.,Food is often used in everyday Swedish.,,,seed dictionary enrichment,mat|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00041""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00041""}]"
sv_000042,vatten,vatten,water,noun,42,A1,a1_core,daily_life | common | high_priority,5,Vatten används ofta i vardaglig svenska.,Water is often used in everyday Swedish.,,,seed dictionary enrichment,vatten|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00042""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00042""}]"
sv_000043,kaffe,kaffe,coffee,noun,43,A1,a1_core,daily_life | common | high_priority,5,Kaffe används ofta i vardaglig svenska.,Coffee is often used in everyday Swedish.,,,seed dictionary enrichment,kaffe|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00043""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00043""}]"
sv_000044,te,te,tea,noun,44,A1,a1_core,daily_life | common | high_priority,5,Te används ofta i vardaglig svenska.,Tea is often used in everyday Swedish.,,,seed dictionary enrichment,te|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00044""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00044""}]"
sv_000045,frukost,frukost,breakfast,noun,45,A1,a1_core,daily_life | common | high_priority,5,Frukost används ofta i vardaglig svenska.,Breakfast is often used in everyday Swedish.,,,seed dictionary enrichment,frukost|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00045""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00045""}]"
sv_000046,lunch,lunch,lunch,noun,46,A1,a1_core,daily_life | common | high_priority,5,Lunch används ofta i vardaglig svenska.,Lunch is often used in everyday Swedish.,,,seed dictionary enrichment,lunch|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00046""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00046""}]"
sv_000047,middag,middag,dinner,noun,47,A1,a1_core,daily_life | common | high_priority,5,Middag används ofta i vardaglig svenska.,Dinner is often used in everyday Swedish.,,,seed dictionary enrichment,middag|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00047""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00047""}]"
sv_000048,köp,köp,purchase,noun,48,A1,a1_core,daily_life | common | high_priority,5,Köp används ofta i vardaglig svenska.,Purchase is often used in everyday Swedish.,,,seed dictionary enrichment,köp|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00048""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00048""}]"
sv_000049,telefon,telefon,phone,noun,49,A1,a1_core,daily_life | common | high_priority,5,Telefon används ofta i vardaglig svenska.,Phone is often used in everyday Swedish.,,,seed dictionary enrichment,telefon|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00049""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00049""}]"
sv_000050,dator,dator,computer,noun,50,A1,a1_core,daily_life | common | high_priority,5,Dator används ofta i vardaglig svenska.,Computer is often used in everyday Swedish.,,,seed dictionary enrichment,dator|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00050""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00050""}]"
sv_000051,brev,brev,letter,noun,51,A1,a1_core,daily_life | common | high_priority,5,Brev används ofta i vardaglig svenska.,Letter is often used in everyday Swedish.,,,seed dictionary enrichment,brev|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00051""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00051""}]"
sv_000052,meddelande,meddelande,message,noun,52,A1,a1_core,daily_life | common | high_priority,5,Meddelande används ofta i vardaglig svenska.,Message is often used in everyday Swedish.,,,seed dictionary enrichment,meddelande|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00052""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00052""}]"
sv_000053,språk,språk,language,noun,53,A1,a1_core,daily_life | common | high_priority,5,Språk används ofta i vardaglig svenska.,Language is often used in everyday Swedish.,,,seed dictionary enrichment,språk|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00053""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00053""}]"
sv_000054,lektion,lektion,lesson,noun,54,A1,a1_core,daily_life | common | high_priority,5,Lektion används ofta i vardaglig svenska.,Lesson is often used in everyday Swedish.,,,seed dictionary enrichment,lektion|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00054""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00054""}]"
sv_000055,skola,skola,school,noun,55,A1,a1_core,daily_life | common | high_priority,5,Skola används ofta i vardaglig svenska.,School is often used in everyday Swedish.,,,seed dictionary enrichment,skola|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00055""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00055""}]"
sv_000056,klass,klass,class,noun,56,A1,a1_core,daily_life | common | high_priority,5,Klass används ofta i vardaglig svenska.,Class is often used in everyday Swedish.,,,seed dictionary enrichment,klass|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00056""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00056""}]"
sv_000057,musik,musik,music,noun,57,A1,a1_core,daily_life | common | high_priority,5,Musik används ofta i vardaglig svenska.,Music is often used in everyday Swedish.,,,seed dictionary enrichment,musik|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00057""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00057""}]"
sv_000058,film,film,movie,noun,58,A1,a1_core,daily_life | common | high_priority,5,Film används ofta i vardaglig svenska.,Movie is often used in everyday Swedish.,,,seed dictionary enrichment,film|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00058""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00058""}]"
sv_000059,bokning,bokning,booking,noun,59,A1,a1_core,daily_life | common | high_priority,5,Bokning används ofta i vardaglig svenska.,Booking is often used in everyday Swedish.,,,seed dictionary enrichment,bokning|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00059""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00059""}]"
sv_000060,besök,besök,visit,noun,60,A1,a1_core,daily_life | common | high_priority,5,Besök används ofta i vardaglig svenska.,Visit is often used in everyday Swedish.,,,seed dictionary enrichment,besök|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00060""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00060""}]"
sv_000061,vara,vara,be,verb,61,A1,a1_core,common | verb | high_priority,5,Vara används ofta i vardaglig svenska.,Be is often used in everyday Swedish.,,,seed dictionary enrichment,vara|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00061""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00061""}]"
sv_000062,ha,ha,have,verb,62,A1,a1_core,common | verb | high_priority,5,Ha används ofta i vardaglig svenska.,Have is often used in everyday Swedish.,,,seed dictionary enrichment,ha|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00062""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00062""}]"
sv_000063,göra,göra,do,verb,63,A1,a1_core,common | verb | high_priority,5,Göra används ofta i vardaglig svenska.,Do is often used in everyday Swedish.,,,seed dictionary enrichment,göra|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00063""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00063""}]"
sv_000064,säga,säga,say,verb,64,A1,a1_core,common | verb | high_priority,5,Säga används ofta i vardaglig svenska.,Say is often used in everyday Swedish.,,,seed dictionary enrichment,säga|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00064""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00064""}]"
sv_000065,komma,komma,come,verb,65,A1,a1_core,common | verb | high_priority,5,Komma används ofta i vardaglig svenska.,Come is often used in everyday Swedish.,,,seed dictionary enrichment,komma|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00065""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00065""}]"
sv_000066,gå,gå,go,verb,66,A1,a1_core,common | verb | high_priority,5,Gå används ofta i vardaglig svenska.,Go is often used in everyday Swedish.,,,seed dictionary enrichment,gå|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00066""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00066""}]"
sv_000067,se,se,see,verb,67,A1,a1_core,common | verb | high_priority,5,Se används ofta i vardaglig svenska.,See is often used in everyday Swedish.,,,seed dictionary enrichment,se|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00067""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00067""}]"
sv_000068,ta,ta,take,verb,68,A1,a1_core,common | verb | high_priority,5,Ta används ofta i vardaglig svenska.,Take is often used in everyday Swedish.,,,seed dictionary enrichment,ta|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00068""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00068""}]"
sv_000069,ge,ge,give,verb,69,A1,a1_core,common | verb | high_priority,5,Ge används ofta i vardaglig svenska.,Give is often used in everyday Swedish.,,,seed dictionary enrichment,ge|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00069""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00069""}]"
sv_000070,få,få,get,verb,70,A1,a1_core,common | verb | high_priority,5,Få används ofta i vardaglig svenska.,Get is often used in everyday Swedish.,,,seed dictionary enrichment,få|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00070""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00070""}]"
sv_000071,vilja,vilja,want,verb,71,A1,a1_core,common | verb | high_priority,5,Vilja används ofta i vardaglig svenska.,Want is often used in everyday Swedish.,,,seed dictionary enrichment,vilja|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00071""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00071""}]"
sv_000072,behöva,behöva,need,verb,72,A1,a1_core,common | verb | high_priority,5,Behöva används ofta i vardaglig svenska.,Need is often used in everyday Swedish.,,,seed dictionary enrichment,behöva|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00072""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00072""}]"
sv_000073,försöka,försöka,try,verb,73,A1,a1_core,common | verb | high_priority,5,Försöka används ofta i vardaglig svenska.,Try is often used in everyday Swedish.,,,seed dictionary enrichment,försöka|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00073""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00073""}]"
sv_000074,börja,börja,start,verb,74,A1,a1_core,common | verb | high_priority,5,Börja används ofta i vardaglig svenska.,Start is often used in everyday Swedish.,,,seed dictionary enrichment,börja|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00074""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00074""}]"
sv_000075,sluta,sluta,stop,verb,75,A1,a1_core,common | verb | high_priority,5,Sluta används ofta i vardaglig svenska.,Stop is often used in everyday Swedish.,,,seed dictionary enrichment,sluta|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00075""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00075""}]"
sv_000076,hitta,hitta,find,verb,76,A1,a1_core,common | verb | high_priority,5,Hitta används ofta i vardaglig svenska.,Find is often used in everyday Swedish.,,,seed dictionary enrichment,hitta|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00076""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00076""}]"
sv_000077,fråga,fråga,ask,verb,77,A1,a1_core,common | verb | high_priority,5,Fråga används ofta i vardaglig svenska.,Ask is often used in everyday Swedish.,,,seed dictionary enrichment,fråga|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00077""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00077""}]"
sv_000078,svara,svara,answer,verb,78,A1,a1_core,common | verb | high_priority,5,Svara används ofta i vardaglig svenska.,Answer is often used in everyday Swedish.,,,seed dictionary enrichment,svara|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00078""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00078""}]"
sv_000079,lära,lära,learn,verb,79,A1,a1_core,common | verb | high_priority,5,Lära används ofta i vardaglig svenska.,Learn is often used in everyday Swedish.,,,seed dictionary enrichment,lära|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00079""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00079""}]"
sv_000080,förstå,förstå,understand,verb,80,A1,a1_core,common | verb | high_priority,5,Förstå används ofta i vardaglig svenska.,Understand is often used in everyday Swedish.,,,seed dictionary enrichment,förstå|verb,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00080""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00080""}]"
